name,size,rent,status,city,server
Botham IV h,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Botham IV i,32 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Chameken I,17 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Chameken II,17 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Charsirakh I a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Charsirakh I b,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Charsirakh II,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Charsirakh III,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph I,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph II a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph II b,32 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph III a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph III b,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph IV a,10 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph IV c,23 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Esuph IV d,20 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Low Waters Observatory,480 sqm,400k gold,auctioned (no bid yet),Ankrahmun,Ambra
Mothrem I,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Murkhol I a,23 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Murkhol I b,11 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Murkhol I c,11 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I a,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I b,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I c,17 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I d,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I e,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I f,21 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I g,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I h,39 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I i,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Oskahl I j,17 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep I a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep I b,32 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep I c,38 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep I d,43 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II a,10 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II b,43 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II c,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II d,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II e,31 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep II f,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III b,31 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III c,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III d,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III e,21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Othehothep III f,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal I a,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal I b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal I d,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal I e,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal II a,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal II b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal II c,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Rathal II d,34 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah I a,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah I b,56 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah I c,61 sqm,200k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah I d,52 sqm,200k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II b,9 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II c,9 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II d,7 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II e,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II f,53 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II g,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thanah II h,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thrarhor I a (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thrarhor I b (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thrarhor I c (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Thrarhor I d (Shop),21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I a,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I b,34 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I c,34 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I d,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I e,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I f,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath I g,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath II a,26 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath II b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath II c,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Unklath II d,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I a,10 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I b,20 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I c,20 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I d,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I e,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Ambra
Uthemath I f,56 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Ambra
Blueberry Bay,110 sqm,600k gold,auctioned (no bid yet),Candia,Ambra
Cherry Cake Tower,178 sqm,800k gold,auctioned (no bid yet),Candia,Ambra
Vanilla Beach,105 sqm,600k gold,auctioned (no bid yet),Candia,Ambra
Caretaker's Residence,231 sqm,600k gold,auctioned (no bid yet),Carlin,Ambra
Central Plaza 1 (Shop),17 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Central Plaza 2 (Shop),17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Central Plaza 3 (Shop),17 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Druids Retreat C,22 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Druids Retreat D,27 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
East Lane 1a,54 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
East Lane 1b,40 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
East Lane 2,108 sqm,300k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 11",13 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 12",22 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 13",13 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 15",21 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 16",22 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 21",19 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 22",22 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
"Harbour Flats, Flat 23",10 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 1,19 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 1a,12 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 1b,13 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 1c,10 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 1d,9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 5a,22 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 5b,19 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 5c,21 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 5f,21 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 8,26 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Nautic Observer,156 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1a,21 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1b,21 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1c,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 3a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 3b,17 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 5,47 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 7,40 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 1,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 2,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 3,97 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 4,47 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 5,31 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 6,37 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 1b,32 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 3a,25 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 3b,25 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud A,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud B,25 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud C,31 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 10,33 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 11,56 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 1a,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 1b,34 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 3,37 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 4,34 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 5,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 6a,17 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 6b,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 7,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 8,35 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 9,55 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 10,22 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 11a,29 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 11b,29 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 5,81 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6b,16 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6c,5 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6d,5 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6e,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6f,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 03",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 04",11 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 05",9 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 06",7 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 12",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 13",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 15",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 16",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 8a,26 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 8b,26 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue, Tower",70 sqm,300k gold,auctioned (no bid yet),Carlin,Ambra
"Darashia 1, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 03",59 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 04",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 12",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 01",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 03",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 06",13 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 12",13 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 13",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 14",13 sqm,50k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 15",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 16",17 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 17",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 18",17 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 04",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 14",55 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 02",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 04",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 13",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 14",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 01",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 02",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 04",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 05",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 11",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
Darashia 6a,67 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
Darashia 6b,74 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 04",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 14",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 01",53 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 02",73 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 03",100 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 04",61 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 05",57 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 11",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia, Villa",113 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Pirate Shipwreck 1,147 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Pirate Shipwreck 2,177 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Antimony Lane 1,149 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Antimony Lane 2,101 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Antimony Lane 3,77 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Antimony Lane 4,110 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Cistern Ave,81 sqm,300k gold,auctioned (no bid yet),Rathleton,Ambra
Old Heritage Estate,255 sqm,600k gold,auctioned (no bid yet),Rathleton,Ambra
Rathleton Hills Residence,155 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Rathleton Plaza 1,62 sqm,300k gold,auctioned (no bid yet),Rathleton,Ambra
Rathleton Plaza 2,56 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Rathleton Plaza 3,123 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Rathleton Plaza 4,109 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Vanward Flats A,158 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Vanward Flats B,158 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Wallside Lane 1,162 sqm,800k gold,auctioned (no bid yet),Rathleton,Ambra
Wallside Lane 2,181 sqm,600k gold,auctioned (no bid yet),Rathleton,Ambra
Wallside Residence,144 sqm,400k gold,auctioned (no bid yet),Rathleton,Ambra
Aureate Court 1,126 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Aureate Court 2,119 sqm,400k gold,auctioned (no bid yet),Yalahar,Ambra
Aureate Court 3,105 sqm,400k gold,auctioned (no bid yet),Yalahar,Ambra
Aureate Court 4,92 sqm,400k gold,auctioned (no bid yet),Yalahar,Ambra
Aureate Court 5,142 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Fortune Wing 1,247 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Fortune Wing 2,137 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Fortune Wing 3,141 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Fortune Wing 4,141 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Harbour Promenade 1,129 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Luminous Arc 1,159 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Luminous Arc 2,154 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Luminous Arc 3,130 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Luminous Arc 4,190 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Luminous Arc 5,117 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Mad Scientist's Lab,169 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Radiant Plaza 1,133 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Radiant Plaza 2,93 sqm,600k gold,auctioned (no bid yet),Yalahar,Ambra
Radiant Plaza 3,120 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Radiant Plaza 4,186 sqm,800k gold,auctioned (no bid yet),Yalahar,Ambra
Sorcerer's Avenue 1a,21 sqm,100k gold,auctioned (8500002 gold; 3 days left),Thais,Bona
Coastwood 1,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 10,26 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 2,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 3,22 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 4,19 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 5,26 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 6 (Shop),29 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 7,12 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 8,21 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Coastwood 9,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 1,28 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 2a,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 2b,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 3a,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 3b,32 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 4a,17 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow 4b,17 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Great Willow Western Wing,53 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Mangrove 1,31 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Mangrove 2,25 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Mangrove 3,21 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Mangrove 4,17 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Prima Arbor,197 sqm,400k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 1,22 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 2,22 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 3,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 4,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 5,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Shadow Caves 6,44 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 1,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 10,21 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 11,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 13,26 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 2,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 3 (Shop),25 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 4 (Shop),25 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 5 (Shop),27 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 6,9 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 7,16 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 8,16 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Treetop 9,21 sqm,50k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 1,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 10,13 sqm,25k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 2,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 3,33 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 4,43 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 5,26 sqm,80k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
Underwood 6,31 sqm,100k gold,auctioned (no bid yet),Ab'Dendriel,Bravoria
