name,size,rent,status,city,server
Magician's Alley 5f,21 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Magician's Alley 8,26 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Nautic Observer,156 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1a,21 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1b,21 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 1c,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 3a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 3b,17 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 5,47 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Northern Street 7,40 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 1,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 2,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 3,97 sqm,150k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 4,47 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 5,31 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Northport Village 6,37 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 1b,32 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 3a,25 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Park Lane 3b,25 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud A,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud B,25 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Rosebud C,31 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 10,33 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 11,56 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 1a,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 1b,34 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 3,37 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 4,34 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 5,25 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 6a,17 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 6b,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 7,17 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 8,35 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Senja Village 9,55 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 10,22 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 11a,29 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 11b,29 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 5,81 sqm,200k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6b,16 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6c,5 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6d,5 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6e,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 6f,16 sqm,80k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 03",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 04",11 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 05",9 sqm,50k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 06",7 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 12",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 13",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 15",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue 7, Flat 16",9 sqm,25k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 8a,26 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
Theater Avenue 8b,26 sqm,100k gold,auctioned (no bid yet),Carlin,Ambra
"Theater Avenue, Tower",70 sqm,300k gold,auctioned (no bid yet),Carlin,Ambra
"Darashia 1, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 03",59 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 04",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 12",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 1, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 01",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 03",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 06",13 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 12",13 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 13",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 14",13 sqm,50k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 15",29 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 16",17 sqm,80k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 17",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 2, Flat 18",17 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 04",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 3, Flat 14",55 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 02",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 04",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 13",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 4, Flat 14",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 01",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 02",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 03",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 04",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 05",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 11",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 5, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
Darashia 6a,67 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
Darashia 6b,74 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 01",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 02",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 04",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 05",25 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 11",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 12",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 13",25 sqm,100k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 7, Flat 14",59 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 01",53 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 02",73 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 03",100 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 04",61 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 05",57 sqm,300k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 11",42 sqm,200k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 12",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 13",42 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia 8, Flat 14",38 sqm,150k gold,auctioned (no bid yet),Darashia,Ambra
"Darashia, Villa",113 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Pirate Shipwreck 1,147 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Pirate Shipwreck 2,177 sqm,800k gold,auctioned (no bid yet),Darashia,Ambra
Castle Street 1,60 sqm,300k gold,auctioned (no bid yet),Edron,Ambra
Castle Street 2,31 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Castle Street 3,37 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Castle Street 4,37 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Castle Street 5,37 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 04",13 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 3rd Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 08",21 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Castle, 4th Floor, Flat 09",16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 02",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 05",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 06",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 07",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 08",13 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Basement, Flat 09",13 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Castle, Residence",104 sqm,600k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 3,94 sqm,800k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 4,94 sqm,800k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 5,94 sqm,800k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 6 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 7 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 8 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 9a,21 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Central Circle 9b,21 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 10,80 sqm,300k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 2,78 sqm,300k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 3,43 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 4,36 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 5,115 sqm,300k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 6,51 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 7,51 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 8,58 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 9a,25 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 9b,56 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 9c,25 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
Cormaya 9d,56 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 02",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 03",16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 04",16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 11",22 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 12",22 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 13",16 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Cormaya Flats, Flat 14",16 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Basement Flat 1",36 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Basement Flat 2",36 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 01",10 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 03",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 04",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 07",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 08",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 11",29 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 12",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 14",29 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 21",19 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 22",10 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 23",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 24",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Edron Flats, Flat 25",29 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Flat 1",23 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Flat 2",26 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Flat 3",26 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Flat 4",26 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Flat 5",26 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Magic Academy, Shop",29 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
"Sky Lane, Sea Tower",95 sqm,300k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 02",16 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 03",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 04",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 11",16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 12",16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
"Stonehome Flats, Flat 14",22 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 1,42 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 2,16 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 3,17 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 4,21 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 5,26 sqm,80k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 6,30 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 7,26 sqm,100k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 8,17 sqm,25k gold,auctioned (no bid yet),Edron,Ambra
Stonehome Village 9,17 sqm,50k gold,auctioned (no bid yet),Edron,Ambra
Stronghold,215 sqm,800k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 1,37 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 10a,32 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 10b,31 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 11,149 sqm,600k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 2,37 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 3,37 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 4,37 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 4a,31 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 4b,31 sqm,150k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 4c,37 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 8,128 sqm,800k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 9a,32 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Wood Avenue 9b,31 sqm,200k gold,auctioned (no bid yet),Edron,Ambra
Caveman Shelter,87 sqm,150k gold,auctioned (no bid yet),Farmine,Ambra
Eastern House of Tranquility,268 sqm,200k gold,auctioned (no bid yet),Farmine,Ambra
Old Sanctuary of God King Qjell,537 sqm,300k gold,auctioned (no bid yet),Beach,Ambra
Hanging Gardens 1,178 sqm,400k gold,auctioned (no bid yet),Issavi,Ambra
Marketplace 1,74 sqm,400k gold,auctioned (no bid yet),Issavi,Ambra
Marketplace 2,81 sqm,400k gold,auctioned (no bid yet),Issavi,Ambra
Marketplace 3,130 sqm,400k gold,auctioned (no bid yet),Issavi,Ambra
Palace Vicinity,114 sqm,200k gold,auctioned (no bid yet),Issavi,Ambra
Quay 1,124 sqm,200k gold,auctioned (no bid yet),Issavi,Ambra
Quay 2,81 sqm,200k gold,auctioned (no bid yet),Issavi,Ambra
Wave Tower,178 sqm,400k gold,auctioned (no bid yet),Issavi,Ambra
Dwarven Magnate's Estate,248 sqm,300k gold,auctioned (no bid yet),Kazordoon,Ambra
Forge Master's Quarters,352 sqm,300k gold,auctioned (no bid yet),Kazordoon,Ambra
Hare's Den,180 sqm,150k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 1,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 10,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 2,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 3,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 4,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 5,58 sqm,100k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 6,58 sqm,100k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 7,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 8,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Lower Barracks 9,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Nobility Quarter 1,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Nobility Quarter 2,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Nobility Quarter 3,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Nobility Quarter 4,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Nobility Quarter 5,79 sqm,100k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 1,39 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 13 (Shop),17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 14 (Shop),16 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 2,14 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 3,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 4,17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 7,17 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
Outlaw Camp 9,17 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
The Farms 1,42 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
The Farms 2,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
The Farms 3,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
The Farms 4,26 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
The Farms 5,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
"The Farms 6, Fishing Hut",21 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
The Market 2 (Shop),22 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
The Market 3 (Shop),29 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
The Market 4 (Shop),36 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 2 ,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 3,30 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 4,30 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 5,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 6,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 7,21 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 8,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ambra
Tunnel Gardens 9,81 sqm,150k gold,auctioned (no bid yet),Kazordoon,Ambra
Upper Barracks 1,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Upper Barracks 2,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Upper Barracks 3,16 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ambra
Upper Barracks 4,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ambra
Admiral's Avenue 1,91 sqm,400k gold,auctioned (no bid yet),Bay,Ambra
Admiral's Avenue 2,94 sqm,400k gold,auctioned (no bid yet),Bay,Ambra
Admiral's Avenue 3,73 sqm,300k gold,auctioned (no bid yet),Bay,Ambra
Freedom Street 1,47 sqm,200k gold,auctioned (no bid yet),Bay,Ambra
Freedom Street 2,115 sqm,400k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 01",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 02",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 03",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 04",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 05",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 06",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 07",17 sqm,80k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 08",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 09",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 10",17 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 11",17 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
"Harvester's Haven, Flat 12",17 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
Ivory Circle 1,76 sqm,400k gold,auctioned (no bid yet),Bay,Ambra
Ivory Circle 2,126 sqm,400k gold,auctioned (no bid yet),Bay,Ambra
Litter Promenade 1,10 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
Litter Promenade 2,10 sqm,50k gold,auctioned (no bid yet),Bay,Ambra
Litter Promenade 3,15 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
Litter Promenade 4,13 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
Litter Promenade 5,16 sqm,25k gold,auctioned (no bid yet),Bay,Ambra
Marble Lane 1,192 sqm,600k gold,auctioned (no bid yet),Bay,Ambra
